Y,889,755,895,830,898,840,883,864,776,763
Y,890,755,894,830,899,840,883,864,776,763
Y,890,754,894,830,898,840,882,865,775,762
Y,890,754,895,830,898,840,883,864,776,763
Y,891,753,894,830,897,840,883,865,776,764
Y,890,754,894,830,897,840,882,864,778,764
Y,891,754,894,830,897,840,882,864,779,761
Y,892,754,894,830,898,840,882,864,779,759
Y,892,755,894,830,898,840,881,864,780,756
Y,893,755,894,830,898,839,883,863,782,750
Y,904,755,894,830,901,839,882,863,784,747
Y,894,755,894,829,900,839,881,863,783,747
Y,894,755,893,830,900,839,882,863,784,747
Y,893,755,893,830,899,839,882,863,786,747
Y,896,756,894,831,903,839,882,862,788,745
Y,901,755,894,830,902,839,881,858,792,737
Y,904,755,894,829,904,838,882,856,789,735
Y,903,755,894,830,898,837,883,857,781,738
Y,900,754,893,833,897,841,892,863,777,756
Y,900,755,891,833,897,841,889,862,780,750
Y,906,754,892,831,896,840,887,861,783,748
Y,905,755,890,831,896,840,886,861,784,746
Y,903,755,891,831,896,840,884,862,788,745
Y,903,755,891,829,896,839,884,859,790,741
Y,905,755,891,830,898,839,884,858,788,739
Y,909,755,891,830,895,839,885,860,780,745
Y,908,755,890,830,895,842,886,864,776,760
Y,907,755,890,829,896,841,884,863,777,758
Y,907,755,890,830,895,840,884,863,777,757
Y,909,755,888,831,895,844,890,867,775,773
Y,910,755,889,831,895,844,888,867,776,769
Y,911,755,889,831,894,843,885,866,779,763
Y,911,754,889,830,895,842,884,864,780,759
Y,912,754,889,830,893,842,884,864,781,760
Y,910,752,888,831,893,842,884,865,780,760
Y,910,755,888,830,893,842,883,864,781,756
Y,899,755,889,830,894,841,883,863,780,754
Y,898,755,889,831,896,842,885,865,777,764
Y,898,754,889,830,894,842,883,864,777,763
Y,911,755,889,829,895,841,883,862,777,756
Y,902,755,889,829,894,840,883,863,777,756
Y,899,755,889,830,895,842,885,866,776,769
Y,897,755,888,830,895,843,885,865,776,771
Y,897,754,887,829,895,843,884,864,775,769
Y,903,754,888,829,895,841,883,863,775,766
Y,904,755,888,827,898,841,883,862,775,765
Y,904,755,888,828,896,843,886,863,782,784
Y,894,754,888,828,895,844,884,863,782,781
Y,914,754,887,828,895,843,884,863,782,776
Y,916,754,886,827,895,843,883,862,781,774
Y,916,754,887,828,895,843,883,862,781,774
Y,917,754,887,827,895,842,883,862,782,772
Y,898,755,887,828,900,842,883,861,782,769
Y,900,755,887,827,902,841,882,861,786,763
Y,897,755,887,827,900,841,883,862,784,760
