F,893,841,895,787,800,791,751,791,761,730
F,895,841,894,787,800,791,751,792,761,730
F,894,840,895,788,800,791,751,791,761,730
F,894,841,894,788,799,791,751,790,761,730
F,894,841,895,788,800,790,751,792,760,730
F,892,842,893,788,800,791,751,792,761,730
F,893,841,894,789,800,791,751,791,762,730
F,893,841,893,789,800,791,751,791,760,730
F,894,841,892,790,800,791,751,792,761,729
F,893,842,890,790,800,791,751,791,762,729
F,892,842,888,791,800,791,751,791,761,730
F,893,842,885,793,800,791,751,791,761,730
F,893,844,879,794,807,791,751,791,761,730
F,893,844,875,797,799,790,751,791,762,730
F,895,844,873,796,802,790,750,791,761,730
F,900,845,870,796,818,790,751,790,760,733
F,901,845,871,796,819,790,752,791,760,735
F,901,845,871,796,811,789,752,791,760,736
F,901,845,869,796,810,790,751,791,759,734
F,899,845,868,796,809,790,751,790,759,735
F,898,844,867,795,811,789,751,791,759,735
F,897,844,867,796,808,790,751,790,760,734
F,897,842,865,795,805,789,751,789,759,735
F,896,840,864,795,804,789,750,790,758,735
F,897,839,865,793,804,789,751,790,759,735
F,900,838,864,793,803,789,751,790,759,735
F,900,839,865,792,804,789,751,790,760,735
F,901,838,866,792,805,789,751,790,759,735
F,901,839,867,791,804,789,751,790,760,735
F,899,839,870,791,805,789,752,790,760,735
F,897,840,871,791,805,789,754,790,762,735
F,894,840,871,791,806,789,756,790,765,736
F,891,840,871,791,806,789,756,789,767,736
F,890,841,870,791,807,789,759,789,769,735
F,888,842,871,791,808,788,760,789,770,735
F,887,841,869,791,810,788,761,788,770,735
F,887,842,869,791,811,787,766,788,776,735
F,887,842,867,792,814,789,776,788,795,740
F,889,842,867,793,814,789,773,788,792,742
F,889,844,867,797,814,791,769,788,786,742
F,892,845,866,801,820,794,764,791,775,743
F,895,845,865,804,813,795,756,792,766,747
F,904,846,864,807,821,798,750,797,760,752
F,909,848,863,808,804,802,744,803,753,757
F,905,846,863,805,821,798,744,800,754,754
F,903,844,863,802,817,796,744,798,754,753
F,902,844,862,802,805,795,744,796,755,754
F,899,842,863,800,808,792,745,795,759,753
F,898,842,860,798,821,789,747,791,771,751
F,904,842,861,799,824,790,745,794,764,753
F,909,842,861,803,819,792,744,799,758,755
F,911,844,860,805,820,794,742,803,754,758
